ID	CDC1551.1.halflife	CDC1551.2.halflife	Comp.1.halflife	Comp.2.halflife
sp|P26196|DDX6_HUMANProbableATP-dependentRNAhelicaseDDX6OS=HomosapiensGN=DDX6PE=1SV=2;tr|Q8IV96|Q8IV96_HUMANDDX6proteinOS=HomosapiensGN=DDX6PE=1SV=1	22.40548562	22.8693069	23.39009185	22.69678156
sp|P26447|S10A4_HUMANProteinS100-A4OS=HomosapiensGN=S100A4PE=1SV=1	43.76152802	44.45105914	37.1340647	35.49255726
sp|P26599|PTBP1_HUMANPolypyrimidinetract-bindingprotein1OS=HomosapiensGN=PTBP1PE=1SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMANPolypyrimidinetract-bindingprotein1OS=HomosapiensGN=PTBP1PE=1SV=1;tr|A6NLN1|A6NLN1_HUMANPolypyrimidinetractbindingprotein1,isoformCRA_bOS=HomosapiensGN=PTBP1PE=1SV=4;tr|A0A0D9SF20|A0A0D9SF20_HUMANPolypyrimidinetractbindingprotein1,isoformCRA_eOS=HomosapiensGN=PTBP1PE=1SV=1;tr|K7EKJ7|K7EKJ7_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=7;tr|K7EK45|K7EK45_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=1;tr|A0A087WUW5|A0A087WUW5_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=6;tr|K7ELW5|K7ELW5_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=2;tr|K7ES59|K7ES59_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=3;tr|A0A087WU68|A0A087WU68_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=1	61.95408045	64.08213009	62.52576566	65.72910506
sp|P26639|SYTC_HUMANThreonine--tRNAligase,cytoplasmicOS=HomosapiensGN=TARSPE=1SV=3;tr|D6R9F8|D6R9F8_HUMANThreonine--tRNAligase,cytoplasmic(Fragment)OS=HomosapiensGN=TARSPE=1SV=1;tr|D6RCA5|D6RCA5_HUMANThreonine--tRNAligase,cytoplasmicOS=HomosapiensGN=TARSPE=1SV=1;tr|D6RBR8|D6RBR8_HUMANThreonine--tRNAligase,cytoplasmic(Fragment)OS=HomosapiensGN=TARSPE=1SV=1;tr|B7ZLP8|B7ZLP8_HUMANProbablethreonine--tRNAligase2,cytoplasmicOS=HomosapiensGN=TARSL2PE=1SV=1;sp|A2RTX5|SYTC2_HUMANProbablethreonine--tRNAligase2,cytoplasmicOS=HomosapiensGN=TARSL2PE=1SV=1	48.34245096	58.31229361	57.04917703	54.63748499
sp|P26641|EF1G_HUMANElongationfactor1-gammaOS=HomosapiensGN=EEF1GPE=1SV=3	61.75041385	65.12135165	70.51935185	72.37235226
sp|P27348|1433T_HUMAN14-3-3proteinthetaOS=HomosapiensGN=YWHAQPE=1SV=1;tr|E9PG15|E9PG15_HUMAN14-3-3proteintheta(Fragment)OS=HomosapiensGN=YWHAQPE=1SV=1	43.65044914	41.44443294	45.1403781	47.01669635
sp|P27797|CALR_HUMANCalreticulinOS=HomosapiensGN=CALRPE=1SV=1;tr|K7EJB9|K7EJB9_HUMANCalreticulin(Fragment)OS=HomosapiensGN=CALRPE=1SV=1;tr|K7EL50|K7EL50_HUMANCalreticulin(Fragment)OS=HomosapiensGN=CALRPE=1SV=1	57.5303848	56.40749689	54.31869651	58.26028184
sp|P27816|MAP4_HUMANMicrotubule-associatedprotein4OS=HomosapiensGN=MAP4PE=1SV=3;tr|E7EVA0|E7EVA0_HUMANMicrotubule-associatedproteinOS=HomosapiensGN=MAP4PE=1SV=1;tr|H0Y2V1|H0Y2V1_HUMANMicrotubule-associatedprotein(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1;tr|H7C4C5|H7C4C5_HUMANMicrotubule-associatedprotein(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1;tr|F8W9U4|F8W9U4_HUMANMicrotubule-associatedproteinOS=HomosapiensGN=MAP4PE=1SV=1;tr|H7C456|H7C456_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=2;tr|B5MEG9|B5MEG9_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=9;tr|A0A0J9YVV8|A0A0J9YVV8_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1;tr|A0A0J9YW37|A0A0J9YW37_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1	28.06629585	34.47257641	30.94205139	33.52302573
sp|P27824|CALX_HUMANCalnexinOS=HomosapiensGN=CANXPE=1SV=2;tr|D6RGY2|D6RGY2_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RFL1|D6RFL1_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|H0Y9Q7|H0Y9Q7_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|H0Y9H1|H0Y9H1_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=8;tr|D6RAU8|D6RAU8_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RB85|D6RB85_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RDP7|D6RDP7_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RAQ8|D6RAQ8_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RHJ3|D6RHJ3_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=8;tr|D6RD16|D6RD16_HUMANCalnexinOS=HomosapiensGN=CANXPE=1SV=1;sp|O14967|CLGN_HUMANCalmeginOS=HomosapiensGN=CLGNPE=1SV=1	54.22593383	55.10423062	54.89923588	55.50764432
sp|P28066|PSA5_HUMANProteasomesubunitalphatype-5OS=HomosapiensGN=PSMA5PE=1SV=3	45.96666698	47.3189181	47.76388144	43.20249708
sp|P29350|PTN6_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H0N8|F5H0N8_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H5H9|F5H5H9_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H1Z8|F5H1Z8_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=8;tr|F5GY79|F5GY79_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H1V7|F5H1V7_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H4Z1|F5H4Z1_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5GXD4|F5GXD4_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|U3KQS1|U3KQS1_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1	37.91108077	38.76480641	39.19266546	39.20325887
sp|P29373|RABP2_HUMANCellularretinoicacid-bindingprotein2OS=HomosapiensGN=CRABP2PE=1SV=2;tr|Q5SYZ4|Q5SYZ4_HUMANCellularretinoicacid-bindingprotein2(Fragment)OS=HomosapiensGN=CRABP2PE=1SV=1;tr|B5MCB5|B5MCB5_HUMANCellularretinoicacid-bindingprotein1(Fragment)OS=HomosapiensGN=CRABP1PE=1SV=2;sp|P29762|RABP1_HUMANCellularretinoicacid-bindingprotein1OS=HomosapiensGN=CRABP1PE=1SV=2	20.18999539	19.62170364	20.39144509	19.92903549
sp|P29401|TKT_HUMANTransketolaseOS=HomosapiensGN=TKTPE=1SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMANTransketolaseOS=HomosapiensGN=TKTPE=1SV=1;tr|E9PFF2|E9PFF2_HUMANTransketolaseOS=HomosapiensGN=TKTPE=1SV=1;tr|F8W888|F8W888_HUMANTransketolaseOS=HomosapiensGN=TKTPE=1SV=1;tr|F8WAX4|F8WAX4_HUMANTransketolaseOS=HomosapiensGN=TKTPE=1SV=1	66.36550217	68.946831	74.48168959	76.62028981
sp|P30040|ERP29_HUMANEndoplasmicreticulumresidentprotein29OS=HomosapiensGN=ERP29PE=1SV=4;tr|F8VY02|F8VY02_HUMANEndoplasmicreticulumresidentprotein29OS=HomosapiensGN=ERP29PE=1SV=1;tr|F8W1G0|F8W1G0_HUMANEndoplasmicreticulumresidentprotein29(Fragment)OS=HomosapiensGN=ERP29PE=1SV=2	54.84368786	56.46313355	56.30855128	53.99381687
sp|P30041|PRDX6_HUMANPeroxiredoxin-6OS=HomosapiensGN=PRDX6PE=1SV=3	56.81754833	59.36347249	63.91414445	58.75806987
sp|P30048|PRDX3_HUMANThioredoxin-dependentperoxidereductase,mitochondrialOS=HomosapiensGN=PRDX3PE=1SV=3	62.78970798	66.69010766	64.60026985	66.95559066
sp|P30101|PDIA3_HUMANProteindisulfide-isomeraseA3OS=HomosapiensGN=PDIA3PE=1SV=4	51.43612912	52.63374563	52.35496281	51.01097658
sp|P30153|2AAA_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAalphaisoformOS=HomosapiensGN=PPP2R1APE=1SV=4;tr|B3KQV6|B3KQV6_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAalphaisoformOS=HomosapiensGN=PPP2R1APE=1SV=1;tr|C9J9C1|C9J9C1_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAalphaisoform(Fragment)OS=HomosapiensGN=PPP2R1APE=1SV=2;sp|P30154|2AAB_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAbetaisoformOS=HomosapiensGN=PPP2R1BPE=1SV=3;tr|E9PH38|E9PH38_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAalphaisoform(Fragment)OS=HomosapiensGN=PPP2R1APE=1SV=2;tr|E9PPI5|E9PPI5_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAbetaisoformOS=HomosapiensGN=PPP2R1BPE=1SV=1;tr|E9PNM7|E9PNM7_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAbetaisoform(Fragment)OS=HomosapiensGN=PPP2R1BPE=1SV=1;tr|E9PHZ6|E9PHZ6_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAbetaisoformOS=HomosapiensGN=PPP2R1BPE=1SV=1;tr|H0YDG7|H0YDG7_HUMANSerine/threonine-proteinphosphatase2A65kDaregulatorysubunitAbetaisoform(Fragment)OS=HomosapiensGN=PPP2R1BPE=1SV=1	37.33703194	41.34184705	37.37550171	41.92275946
sp|P30484|1B46_HUMANHLAclassIhistocompatibilityantigen,B-46alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30464|1B15_HUMANHLAclassIhistocompatibilityantigen,B-15alphachainOS=HomosapiensGN=HLA-BPE=1SV=2;sp|P30685|1B35_HUMANHLAclassIhistocompatibilityantigen,B-35alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30495|1B56_HUMANHLAclassIhistocompatibilityantigen,B-56alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30491|1B53_HUMANHLAclassIhistocompatibilityantigen,B-53alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30498|1B78_HUMANHLAclassIhistocompatibilityantigen,B-78alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30490|1B52_HUMANHLAclassIhistocompatibilityantigen,B-52alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P18464|1B51_HUMANHLAclassIhistocompatibilityantigen,B-51alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140TA13|A0A140TA13_HUMANHLAclassIhistocompatibilityantigen,B-46alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140T953|A0A140T953_HUMANHLAclassIhistocompatibilityantigen,B-46alphachain(Fragment)OS=HomosapiensGN=HLA-BPE=1SV=1;sp|Q29718|1B82_HUMANHLAclassIhistocompatibilityantigen,B-82alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30481|1B44_HUMANHLAclassIhistocompatibilityantigen,B-44alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30485|1B47_HUMANHLAclassIhistocompatibilityantigen,B-47alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30461|1B13_HUMANHLAclassIhistocompatibilityantigen,B-13alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|Q95365|1B38_HUMANHLAclassIhistocompatibilityantigen,B-38alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|Q29836|1B67_HUMANHLAclassIhistocompatibilityantigen,B-67alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30475|1B39_HUMANHLAclassIhistocompatibilityantigen,B-39alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30488|1B50_HUMANHLAclassIhistocompatibilityantigen,B-50alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30487|1B49_HUMANHLAclassIhistocompatibilityantigen,B-49alphachainOS=HomosapiensGN=HLA-BPE=1SV=2;sp|P03989|1B27_HUMANHLAclassIhistocompatibilityantigen,B-27alphachainOS=HomosapiensGN=HLA-BPE=1SV=2;tr|A0A140TA14|A0A140TA14_HUMANHLAclassIhistocompatibilityantigen,B-46alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140TA11|A0A140TA11_HUMANHLAclassIhistocompatibilityantigen,B-46alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140T9G0|A0A140T9G0_HUMANHLAclassIhistocompatibilityantigen,B-46alphachain(Fragment)OS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140T9Y5|A0A140T9Y5_HUMANHLAclassIhistocompatibilityantigen,B-46alphachain(Fragment)OS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140T997|A0A140T997_HUMANHLAclassIhistocompatibilityantigen,B-46alphachain(Fragment)OS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30483|1B45_HUMANHLAclassIhistocompatibilityantigen,B-45alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140T9H3|A0A140T9H3_HUMANHLAclassIhistocompatibilityantigen,B-46alphachain(Fragment)OS=HomosapiensGN=HLA-BPE=1SV=1;tr|A0A140T9A9|A0A140T9A9_HUMANHLAclassIhistocompatibilityantigen,B-46alphachain(Fragment)OS=HomosapiensGN=HLA-BPE=1SV=1;sp|Q31610|1B81_HUMANHLAclassIhistocompatibilityantigen,B-81alphachainOS=HomosapiensGN=HLA-BPE=1SV=1;sp|P30486|1B48_HUMANHLAclassIhistocompatibilityantigen,B-48alphachainOS=HomosapiensGN=HLA-BPE=1SV=1	4.316373665	4.021905283	4.259861269	4.379512958
sp|P31146|COR1A_HUMANCoronin-1AOS=HomosapiensGN=CORO1APE=1SV=4;tr|H3BRY3|H3BRY3_HUMANCoroninOS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BTU6|H3BTU6_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BRJ0|H3BRJ0_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BNA2|H3BNA2_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BU76|H3BU76_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1;tr|H3BSL1|H3BSL1_HUMANCoronin(Fragment)OS=HomosapiensGN=CORO1APE=1SV=1	62.53429709	61.45554454	51.78967954	51.96984203
sp|P31153|METK2_HUMANS-adenosylmethioninesynthaseisoformtype-2OS=HomosapiensGN=MAT2APE=1SV=1;sp|Q00266|METK1_HUMANS-adenosylmethioninesynthaseisoformtype-1OS=HomosapiensGN=MAT1APE=1SV=2	23.12676235	25.19711089	25.13810912	24.7591944
sp|P31942|HNRH3_HUMANHeterogeneousnuclearribonucleoproteinH3OS=HomosapiensGN=HNRNPH3PE=1SV=2	45.70948179	54.21561396	63.23782895	55.25670631
sp|P31946|1433B_HUMAN14-3-3proteinbeta/alphaOS=HomosapiensGN=YWHABPE=1SV=3;tr|Q4VY20|Q4VY20_HUMAN14-3-3proteinbeta/alpha(Fragment)OS=HomosapiensGN=YWHABPE=1SV=1;tr|Q4VY19|Q4VY19_HUMAN14-3-3proteinbeta/alpha(Fragment)OS=HomosapiensGN=YWHABPE=1SV=1;tr|A0A0J9YWE8|A0A0J9YWE8_HUMAN14-3-3proteinbeta/alphaOS=HomosapiensGN=YWHABPE=1SV=1;tr|A0A0J9YWZ2|A0A0J9YWZ2_HUMAN14-3-3proteinbeta/alpha(Fragment)OS=HomosapiensGN=YWHABPE=1SV=1	56.87185499	57.87742893	60.36601557	55.60062843
sp|P31949|S10AB_HUMANProteinS100-A11OS=HomosapiensGN=S100A11PE=1SV=2	51.38609323	53.32113123	60.03520925	55.36151293
sp|P32119|PRDX2_HUMANPeroxiredoxin-2OS=HomosapiensGN=PRDX2PE=1SV=5;tr|A6NIW5|A6NIW5_HUMANPeroxiredoxin2,isoformCRA_aOS=HomosapiensGN=PRDX2PE=1SV=2	57.99730668	62.5597111	59.09005802	56.01784417
sp|P33993|MCM7_HUMANDNAreplicationlicensingfactorMCM7OS=HomosapiensGN=MCM7PE=1SV=4;tr|C9J8M6|C9J8M6_HUMANDNAreplicationlicensingfactorMCM7(Fragment)OS=HomosapiensGN=MCM7PE=1SV=1	13.07821249	13.89235274	12.57204566	13.79852379
sp|P34897|GLYM_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=3;tr|H0YIZ0|H0YIZ0_HUMANSerinehydroxymethyltransferase(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2Y4|G3V2Y4_HUMANSerinehydroxymethyltransferase(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V5L0|G3V5L0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V4W5|G3V4W5_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V540|G3V540_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V241|G3V241_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V3Y8|G3V3Y8_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V4T0|G3V4T0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V4X0|G3V4X0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2W0|G3V2W0_HUMANSerinehydroxymethyltransferase,mitochondrial(Fragment)OS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2E4|G3V2E4_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2D2|G3V2D2_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V2Y1|G3V2Y1_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;tr|G3V3C6|G3V3C6_HUMANSerinehydroxymethyltransferase,mitochondrialOS=HomosapiensGN=SHMT2PE=1SV=1;sp|P34896|GLYC_HUMANSerinehydroxymethyltransferase,cytosolicOS=HomosapiensGN=SHMT1PE=1SV=1	52.72586452	54.10175793	56.79602284	56.38324999
sp|P34932|HSP74_HUMANHeatshock70kDaprotein4OS=HomosapiensGN=HSPA4PE=1SV=4;tr|A0A087WYC1|A0A087WYC1_HUMANHeatshock70kDaprotein4OS=HomosapiensGN=HSPA4PE=1SV=1;tr|A0A087WTS8|A0A087WTS8_HUMANHeatshock70kDaprotein4OS=HomosapiensGN=HSPA4PE=1SV=1	47.07733491	49.56497803	50.04618653	49.37104972
sp|P35579|MYH9_HUMANMyosin-9OS=HomosapiensGN=MYH9PE=1SV=4;tr|Q5BKV1|Q5BKV1_HUMANMYH9proteinOS=HomosapiensGN=MYH9PE=1SV=1;tr|B1AH99|B1AH99_HUMANMyosin-9(Fragment)OS=HomosapiensGN=MYH9PE=1SV=1;tr|A0A0C4DFM8|A0A0C4DFM8_HUMANMyosin-14OS=HomosapiensGN=MYH14PE=1SV=1;tr|E7ERA5|E7ERA5_HUMANMyosin-10(Fragment)OS=HomosapiensGN=MYH10PE=1SV=8;tr|A1L2Z2|A1L2Z2_HUMANMYH14proteinOS=HomosapiensGN=MYH14PE=1SV=1;REV__tr|S4R3H4|S4R3H4_HUMANApoptoticchromatincondensationinducerinthenucleusOS=HomosapiensGN=ACIN1PE=1SV=1;REV__tr|E7EQT4|E7EQT4_HUMANApoptoticchromatincondensationinducerinthenucleusOS=HomosapiensGN=ACIN1PE=1SV=2;REV__sp|Q9UKV3|ACINU_HUMANApoptoticchromatincondensationinducerinthenucleusOS=HomosapiensGN=ACIN1PE=1SV=2	43.45734583	43.91887219	43.99422362	44.1119637
sp|P35613|BASI_HUMANBasiginOS=HomosapiensGN=BSGPE=1SV=2;tr|A0A087WUV8|A0A087WUV8_HUMANBasiginOS=HomosapiensGN=BSGPE=1SV=1;tr|A0A087X2B5|A0A087X2B5_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=1;tr|I3L192|I3L192_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=8;tr|R4GMX5|R4GMX5_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=1;tr|R4GN83|R4GN83_HUMANBasigin(Fragment)OS=HomosapiensGN=BSGPE=1SV=1	25.23807582	28.42305456	29.05073942	29.12263878
sp|P37802|TAGL2_HUMANTransgelin-2OS=HomosapiensGN=TAGLN2PE=1SV=3;tr|X6RJP6|X6RJP6_HUMANTransgelin-2(Fragment)OS=HomosapiensGN=TAGLN2PE=1SV=1;tr|C9J5W6|C9J5W6_HUMANTransgelin-3OS=HomosapiensGN=TAGLN3PE=1SV=1;sp|Q9UI15|TAGL3_HUMANTransgelin-3OS=HomosapiensGN=TAGLN3PE=1SV=2	34.24713048	34.86742062	37.70530727	37.2374101
sp|P37837|TALDO_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=2;tr|F2Z393|F2Z393_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=1;tr|E9PM01|E9PM01_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=1;tr|E9PKI8|E9PKI8_HUMANTransaldolaseOS=HomosapiensGN=TALDO1PE=1SV=1	56.89107248	58.7262614	61.24064144	61.91166265
sp|P38117|ETFB_HUMANElectrontransferflavoproteinsubunitbetaOS=HomosapiensGN=ETFBPE=1SV=3;tr|M0QY67|M0QY67_HUMANElectrontransferflavoproteinsubunitbeta(Fragment)OS=HomosapiensGN=ETFBPE=1SV=1	57.73298738	64.3628906	54.22118565	51.66078308
sp|P38646|GRP75_HUMANStress-70protein,mitochondrialOS=HomosapiensGN=HSPA9PE=1SV=2;tr|D6RJI2|D6RJI2_HUMANStress-70protein,mitochondrial(Fragment)OS=HomosapiensGN=HSPA9PE=1SV=1;tr|H0YBG6|H0YBG6_HUMANStress-70protein,mitochondrial(Fragment)OS=HomosapiensGN=HSPA9PE=1SV=1;tr|D6RA73|D6RA73_HUMANStress-70protein,mitochondrial(Fragment)OS=HomosapiensGN=HSPA9PE=1SV=1;tr|H0Y8S0|H0Y8S0_HUMANStress-70protein,mitochondrial(Fragment)OS=HomosapiensGN=HSPA9PE=1SV=1	38.49553903	40.00921058	41.79518876	43.65516839
sp|P39019|RS19_HUMAN40SribosomalproteinS19OS=HomosapiensGN=RPS19PE=1SV=2;tr|M0R2L9|M0R2L9_HUMAN40SribosomalproteinS19(Fragment)OS=HomosapiensGN=RPS19PE=1SV=1;tr|M0QXK4|M0QXK4_HUMAN40SribosomalproteinS19(Fragment)OS=HomosapiensGN=RPS19PE=1SV=1;tr|M0QYF7|M0QYF7_HUMAN40SribosomalproteinS19(Fragment)OS=HomosapiensGN=RPS19PE=1SV=1;tr|M0R140|M0R140_HUMAN40SribosomalproteinS19(Fragment)OS=HomosapiensGN=RPS19PE=1SV=1;tr|A0A075B6E2|A0A075B6E2_HUMAN40SribosomalproteinS19OS=HomosapiensGN=RPS19PE=1SV=1	65.91555892	68.28911355	75.83067408	75.00180222
sp|P40121|CAPG_HUMANMacrophage-cappingproteinOS=HomosapiensGN=CAPGPE=1SV=2;tr|E7ENU9|E7ENU9_HUMANMacrophage-cappingprotein(Fragment)OS=HomosapiensGN=CAPGPE=1SV=1;tr|B8ZZL6|B8ZZL6_HUMANMacrophage-cappingprotein(Fragment)OS=HomosapiensGN=CAPGPE=1SV=1;tr|H7C0X8|H7C0X8_HUMANMacrophage-cappingprotein(Fragment)OS=HomosapiensGN=CAPGPE=1SV=1	90.18797802	85.26020229	72.51935661	72.86008249
sp|P40227|TCPZ_HUMANT-complexprotein1subunitzetaOS=HomosapiensGN=CCT6APE=1SV=3;tr|J3KRI6|J3KRI6_HUMANT-complexprotein1subunitzeta-2(Fragment)OS=HomosapiensGN=CCT6BPE=1SV=1	58.64842002	60.17193936	63.24291796	64.76083985
sp|P40925|MDHC_HUMANMalatedehydrogenase,cytoplasmicOS=HomosapiensGN=MDH1PE=1SV=4;tr|B9A041|B9A041_HUMANMalatedehydrogenase,cytoplasmicOS=HomosapiensGN=MDH1PE=1SV=1;tr|B8ZZ51|B8ZZ51_HUMANMalatedehydrogenase,cytoplasmicOS=HomosapiensGN=MDH1PE=1SV=1;tr|C9JF79|C9JF79_HUMANMalatedehydrogenase(Fragment)OS=HomosapiensGN=MDH1PE=1SV=1;tr|C9JRL4|C9JRL4_HUMANMalatedehydrogenase,cytoplasmic(Fragment)OS=HomosapiensGN=MDH1PE=1SV=8;tr|C9JLV6|C9JLV6_HUMANMalatedehydrogenase,cytoplasmic(Fragment)OS=HomosapiensGN=MDH1PE=1SV=1	54.43354472	58.21827301	48.05102111	49.57879885
sp|P40926|MDHM_HUMANMalatedehydrogenase,mitochondrialOS=HomosapiensGN=MDH2PE=1SV=3;tr|G3XAL0|G3XAL0_HUMANMalatedehydrogenaseOS=HomosapiensGN=MDH2PE=1SV=1	66.79082893	69.75250546	66.78447242	68.83882939
sp|P40939|ECHA_HUMANTrifunctionalenzymesubunitalpha,mitochondrialOS=HomosapiensGN=HADHAPE=1SV=2;tr|H0YFD6|H0YFD6_HUMANTrifunctionalenzymesubunitalpha,mitochondrial(Fragment)OS=HomosapiensGN=HADHAPE=1SV=1	53.28321335	56.81838031	54.39518561	55.21014612
