ID	CDC1551.1.halflife	CDC1551.2.halflife	dPPE38.1.halflife	dPPE38.2.halflife
sp|P16615|AT2A2_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase2OS=HomosapiensGN=ATP2A2PE=1SV=1;tr|H7C5W9|H7C5W9_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase2(Fragment)OS=HomosapiensGN=ATP2A2PE=1SV=1;sp|O14983|AT2A1_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase1OS=HomosapiensGN=ATP2A1PE=1SV=1;sp|Q93084|AT2A3_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase3OS=HomosapiensGN=ATP2A3PE=1SV=2;tr|A0A0C4DH86|A0A0C4DH86_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase2(Fragment)OS=HomosapiensGN=ATP2A2PE=1SV=1;tr|H3BVB2|H3BVB2_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase1(Fragment)OS=HomosapiensGN=ATP2A1PE=4SV=8;tr|H3BTW4|H3BTW4_HUMANSarcoplasmic/endoplasmicreticulumcalciumATPase1(Fragment)OS=HomosapiensGN=ATP2A1PE=1SV=1	42.8704806	47.56446744	45.18579667	42.80332831
sp|P17096|HMGA1_HUMANHighmobilitygroupproteinHMG-I/HMG-YOS=HomosapiensGN=HMGA1PE=1SV=3	111.2584306	121.7776255	160.5598669	175.2325219
sp|P17655|CAN2_HUMANCalpain-2catalyticsubunitOS=HomosapiensGN=CAPN2PE=1SV=6	84.07456997	87.25785837	113.1936914	91.54990607
sp|P17931|LEG3_HUMANGalectin-3OS=HomosapiensGN=LGALS3PE=1SV=5;tr|G3V3R6|G3V3R6_HUMANGalectinOS=HomosapiensGN=LGALS3PE=1SV=1	26.99948972	24.33498347	28.28690447	28.00680672
sp|P17987|TCPA_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|E7ERF2|E7ERF2_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|E7EQR6|E7EQR6_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H282|F5H282_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GZ03|F5GZ03_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H136|F5H136_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GZI8|F5GZI8_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H676|F5H676_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H726|F5H726_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H7Y1|F5H7Y1_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GYL4|F5GYL4_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1	51.88663792	56.64889397	58.81115251	57.72266079
sp|P18206|VINC_HUMANVinculinOS=HomosapiensGN=VCLPE=1SV=4;tr|Q5JQ13|Q5JQ13_HUMANVinculin(Fragment)OS=HomosapiensGN=VCLPE=1SV=1;tr|A0A096LPE1|A0A096LPE1_HUMANVinculinOS=HomosapiensGN=VCLPE=1SV=1	53.94041392	54.22369039	44.39644878	45.21721698
sp|P18669|PGAM1_HUMANPhosphoglyceratemutase1OS=HomosapiensGN=PGAM1PE=1SV=2;sp|P15259|PGAM2_HUMANPhosphoglyceratemutase2OS=HomosapiensGN=PGAM2PE=1SV=3;sp|Q8N0Y7|PGAM4_HUMANProbablephosphoglyceratemutase4OS=HomosapiensGN=PGAM4PE=3SV=1	50.24175617	53.02574002	53.63617426	50.66139097
sp|P19105|ML12A_HUMANMyosinregulatorylightchain12AOS=HomosapiensGN=MYL12APE=1SV=2;sp|O14950|ML12B_HUMANMyosinregulatorylightchain12BOS=HomosapiensGN=MYL12BPE=1SV=2;tr|J3QRS3|J3QRS3_HUMANMyosinregulatorylightchain12AOS=HomosapiensGN=MYL12APE=1SV=1;tr|J3KTJ1|J3KTJ1_HUMANMyosinregulatorylightchain12A(Fragment)OS=HomosapiensGN=MYL12APE=1SV=1	29.23941589	29.28395231	30.82925173	29.79806694
sp|P19338|NUCL_HUMANNucleolinOS=HomosapiensGN=NCLPE=1SV=3;tr|H7BY16|H7BY16_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=8;tr|C9JYW2|C9JYW2_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1;tr|C9JLB1|C9JLB1_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1;tr|C9J1H7|C9J1H7_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1;tr|C9JWL1|C9JWL1_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1	60.07458909	62.80707141	66.40086603	65.65008847
sp|P20042|IF2B_HUMANEukaryotictranslationinitiationfactor2subunit2OS=HomosapiensGN=EIF2S2PE=1SV=2	34.84098397	39.417309	40.19876237	42.76384376
sp|P20340|RAB6A_HUMANRas-relatedproteinRab-6AOS=HomosapiensGN=RAB6APE=1SV=3;tr|F5H3K7|F5H3K7_HUMANRas-relatedproteinRab-6A(Fragment)OS=HomosapiensGN=RAB6APE=1SV=1;sp|Q9NRW1|RAB6B_HUMANRas-relatedproteinRab-6BOS=HomosapiensGN=RAB6BPE=1SV=1;tr|C9JU14|C9JU14_HUMANRas-relatedproteinRab-6B(Fragment)OS=HomosapiensGN=RAB6BPE=1SV=3;tr|F5GX61|F5GX61_HUMANRas-relatedproteinRab-6AOS=HomosapiensGN=RAB6APE=1SV=1;tr|J3KR73|J3KR73_HUMANRas-relatedproteinRab-6B(Fragment)OS=HomosapiensGN=RAB6BPE=1SV=1;tr|C9JB90|C9JB90_HUMANRas-relatedproteinRab-6B(Fragment)OS=HomosapiensGN=RAB6BPE=4SV=1;tr|C9J0I2|C9J0I2_HUMANRas-relatedproteinRab-6BOS=HomosapiensGN=RAB6BPE=4SV=1	37.21713155	39.92600992	38.47670166	39.4087552
sp|P20645|MPRD_HUMANCation-dependentmannose-6-phosphatereceptorOS=HomosapiensGN=M6PRPE=1SV=1;tr|H0YGT2|H0YGT2_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1;tr|F5GX30|F5GX30_HUMANCation-dependentmannose-6-phosphatereceptorOS=HomosapiensGN=M6PRPE=1SV=2;tr|H0YGE9|H0YGE9_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1;tr|H0YF90|H0YF90_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1	20.0151073	21.02287432	20.51884207	22.64820608
sp|P20702|ITAX_HUMANIntegrinalpha-XOS=HomosapiensGN=ITGAXPE=1SV=3;tr|H3BN02|H3BN02_HUMANIntegrinalpha-XOS=HomosapiensGN=ITGAXPE=1SV=1	23.60061883	24.02926653	26.02216503	25.91259702
sp|P21281|VATB2_HUMANV-typeprotonATPasesubunitB,brainisoformOS=HomosapiensGN=ATP6V1B2PE=1SV=3;tr|H0YC04|H0YC04_HUMANV-typeprotonATPasesubunitB,brainisoform(Fragment)OS=HomosapiensGN=ATP6V1B2PE=1SV=1;tr|E5RGH6|E5RGH6_HUMANV-typeprotonATPasesubunitB,brainisoformOS=HomosapiensGN=ATP6V1B2PE=1SV=1;tr|H0YAT8|H0YAT8_HUMANV-typeprotonATPasesubunitB,brainisoform(Fragment)OS=HomosapiensGN=ATP6V1B2PE=1SV=1;tr|C9JZ02|C9JZ02_HUMANV-typeprotonATPasesubunitB,kidneyisoform(Fragment)OS=HomosapiensGN=ATP6V1B1PE=1SV=1	28.23510014	30.06227297	29.32966145	30.83630555
sp|P21399|ACOC_HUMANCytoplasmicaconitatehydrataseOS=HomosapiensGN=ACO1PE=1SV=3	37.93883281	42.2637873	43.11091183	42.4142634
sp|P21796|VDAC1_HUMANVoltage-dependentanion-selectivechannelprotein1OS=HomosapiensGN=VDAC1PE=1SV=2;tr|C9JI87|C9JI87_HUMANVoltage-dependentanion-selectivechannelprotein1(Fragment)OS=HomosapiensGN=VDAC1PE=1SV=6	68.2737059	71.00590329	73.36576531	73.41908435
sp|P21964|COMT_HUMANCatecholO-methyltransferaseOS=HomosapiensGN=COMTPE=1SV=2;tr|E7EMS6|E7EMS6_HUMANCatecholO-methyltransferase(Fragment)OS=HomosapiensGN=COMTPE=1SV=1;tr|E7EUU8|E7EUU8_HUMANCatecholO-methyltransferaseOS=HomosapiensGN=COMTPE=1SV=1;tr|H7BZ45|H7BZ45_HUMANCatecholO-methyltransferase(Fragment)OS=HomosapiensGN=COMTPE=1SV=1;tr|F8WBW9|F8WBW9_HUMANCatecholO-methyltransferaseOS=HomosapiensGN=COMTPE=1SV=1	53.68899775	57.63821203	59.76141419	52.36140798
sp|P21980|TGM2_HUMANProtein-glutaminegamma-glutamyltransferase2OS=HomosapiensGN=TGM2PE=1SV=2;tr|A2A299|A2A299_HUMANProtein-glutaminegamma-glutamyltransferase2(Fragment)OS=HomosapiensGN=TGM2PE=1SV=8;tr|A2A2A0|A2A2A0_HUMANProtein-glutaminegamma-glutamyltransferase2(Fragment)OS=HomosapiensGN=TGM2PE=1SV=8;tr|A0A087WZC4|A0A087WZC4_HUMANProtein-glutaminegamma-glutamyltransferase5OS=HomosapiensGN=TGM5PE=1SV=1;tr|A0A087WVW4|A0A087WVW4_HUMANProtein-glutaminegamma-glutamyltransferase5OS=HomosapiensGN=TGM5PE=1SV=1;sp|O43548|TGM5_HUMANProtein-glutaminegamma-glutamyltransferase5OS=HomosapiensGN=TGM5PE=1SV=4;tr|A0A087WVS3|A0A087WVS3_HUMANProtein-glutaminegamma-glutamyltransferase5OS=HomosapiensGN=TGM5PE=4SV=1	27.84958475	32.09513161	37.47057967	32.77789669
sp|P22102|PUR2_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3OS=HomosapiensGN=GARTPE=1SV=1;tr|F8WD69|F8WD69_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3OS=HomosapiensGN=GARTPE=1SV=1;tr|C9JBJ1|C9JBJ1_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=8;tr|C9JTV6|C9JTV6_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|C9JZG2|C9JZG2_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|C9JKQ7|C9JKQ7_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|H7C366|H7C366_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|A0A140TA71|A0A140TA71_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1	42.80020615	39.46619164	49.39133569	43.40859213
sp|P22234|PUR6_HUMANMultifunctionalproteinADE2OS=HomosapiensGN=PAICSPE=1SV=3;tr|E9PBS1|E9PBS1_HUMANMultifunctionalproteinADE2(Fragment)OS=HomosapiensGN=PAICSPE=1SV=1;tr|D6RF62|D6RF62_HUMANMultifunctionalproteinADE2OS=HomosapiensGN=PAICSPE=1SV=1	62.79234958	72.75372232	76.45196032	84.60067261
sp|P22307|NLTP_HUMANNon-specificlipid-transferproteinOS=HomosapiensGN=SCP2PE=1SV=2;tr|H0YF61|H0YF61_HUMANNon-specificlipid-transferprotein(Fragment)OS=HomosapiensGN=SCP2PE=1SV=1;tr|H0YD06|H0YD06_HUMANNon-specificlipid-transferprotein(Fragment)OS=HomosapiensGN=SCP2PE=1SV=1;tr|E9PLD1|E9PLD1_HUMANNon-specificlipid-transferproteinOS=HomosapiensGN=SCP2PE=1SV=1;tr|H0YCB0|H0YCB0_HUMANNon-specificlipid-transferprotein(Fragment)OS=HomosapiensGN=SCP2PE=1SV=2	51.15563223	55.93675762	47.52740975	50.63116592
sp|P22314|UBA1_HUMANUbiquitin-likemodifier-activatingenzyme1OS=HomosapiensGN=UBA1PE=1SV=3;tr|Q5JRR6|Q5JRR6_HUMANUbiquitin-likemodifier-activatingenzyme1OS=HomosapiensGN=UBA1PE=1SV=1;tr|Q5JRR9|Q5JRR9_HUMANUbiquitin-likemodifier-activatingenzyme1(Fragment)OS=HomosapiensGN=UBA1PE=1SV=8;tr|Q5JRS0|Q5JRS0_HUMANUbiquitin-likemodifier-activatingenzyme1(Fragment)OS=HomosapiensGN=UBA1PE=1SV=1;tr|Q5JRS2|Q5JRS2_HUMANUbiquitin-likemodifier-activatingenzyme1(Fragment)OS=HomosapiensGN=UBA1PE=1SV=1;tr|Q5JRS1|Q5JRS1_HUMANUbiquitin-likemodifier-activatingenzyme1(Fragment)OS=HomosapiensGN=UBA1PE=1SV=1;tr|Q5JRS3|Q5JRS3_HUMANUbiquitin-likemodifier-activatingenzyme1(Fragment)OS=HomosapiensGN=UBA1PE=1SV=1	55.55635732	59.08630514	57.69121853	59.05531044
sp|P22626|ROA2_HUMANHeterogeneousnuclearribonucleoproteinsA2/B1OS=HomosapiensGN=HNRNPA2B1PE=1SV=2;tr|A0A087WUI2|A0A087WUI2_HUMANHeterogeneousnuclearribonucleoproteinsA2/B1OS=HomosapiensGN=HNRNPA2B1PE=1SV=1	71.82094801	74.88648968	73.07978874	75.98875727
sp|P23219|PGH1_HUMANProstaglandinG/Hsynthase1OS=HomosapiensGN=PTGS1PE=1SV=2;tr|A0A087X296|A0A087X296_HUMANProstaglandinG/Hsynthase1OS=HomosapiensGN=PTGS1PE=1SV=1;tr|X6RJD6|X6RJD6_HUMANProstaglandinG/Hsynthase1(Fragment)OS=HomosapiensGN=PTGS1PE=1SV=1	48.60645282	49.78338368	45.11778856	45.23269244
sp|P23246|SFPQ_HUMANSplicingfactor,proline-andglutamine-richOS=HomosapiensGN=SFPQPE=1SV=2;tr|H0Y9K7|H0Y9K7_HUMANSplicingfactor,proline-andglutamine-rich(Fragment)OS=HomosapiensGN=SFPQPE=1SV=1;tr|H0Y9U2|H0Y9U2_HUMANSplicingfactor,proline-andglutamine-rich(Fragment)OS=HomosapiensGN=SFPQPE=1SV=1	45.579689	47.83475126	55.0862541	53.09300514
sp|P23284|PPIB_HUMANPeptidyl-prolylcis-transisomeraseBOS=HomosapiensGN=PPIBPE=1SV=2	47.37985692	48.22830234	44.91376535	45.22304376
sp|P23396|RS3_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=2;tr|E9PL09|E9PL09_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PPU1|E9PPU1_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|F2Z2S8|F2Z2S8_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YCJ7|H0YCJ7_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YEU2|H0YEU2_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YF32|H0YF32_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PQ96|E9PQ96_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PJH4|E9PJH4_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PK82|E9PK82_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PSF4|E9PSF4_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PQX2|E9PQX2_HUMAN40SribosomalproteinS3OS=HomosapiensGN=RPS3PE=1SV=1;tr|H0YES8|H0YES8_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1;tr|E9PJN9|E9PJN9_HUMAN40SribosomalproteinS3(Fragment)OS=HomosapiensGN=RPS3PE=1SV=1	61.09861303	63.58700855	68.61804128	69.94051304
sp|P23469|PTPRE_HUMANReceptor-typetyrosine-proteinphosphataseepsilonOS=HomosapiensGN=PTPREPE=1SV=1;tr|S4R2Y5|S4R2Y5_HUMANReceptor-typetyrosine-proteinphosphataseepsilonOS=HomosapiensGN=PTPREPE=1SV=1	39.73927705	35.84449567	52.79552725	45.16803665
sp|P23526|SAHH_HUMANAdenosylhomocysteinaseOS=HomosapiensGN=AHCYPE=1SV=4	49.27845247	53.26808966	56.71940019	54.16583646
sp|P23528|COF1_HUMANCofilin-1OS=HomosapiensGN=CFL1PE=1SV=3;tr|E9PP50|E9PP50_HUMANCofilin-1(Fragment)OS=HomosapiensGN=CFL1PE=1SV=8;tr|G3V1A4|G3V1A4_HUMANCofilin1(Non-muscle),isoformCRA_aOS=HomosapiensGN=CFL1PE=1SV=1;tr|E9PK25|E9PK25_HUMANCofilin-1OS=HomosapiensGN=CFL1PE=1SV=1;tr|E9PQB7|E9PQB7_HUMANCofilin-1(Fragment)OS=HomosapiensGN=CFL1PE=1SV=1;tr|E9PS23|E9PS23_HUMANCofilin-1(Fragment)OS=HomosapiensGN=CFL1PE=1SV=8;tr|E9PLJ3|E9PLJ3_HUMANCofilin-1(Fragment)OS=HomosapiensGN=CFL1PE=1SV=1;sp|Q9Y281|COF2_HUMANCofilin-2OS=HomosapiensGN=CFL2PE=1SV=1	44.09250822	45.02749734	43.26132816	42.93066864
sp|P25705|ATPA_HUMANATPsynthasesubunitalpha,mitochondrialOS=HomosapiensGN=ATP5A1PE=1SV=1;tr|K7EK77|K7EK77_HUMANATPsynthasesubunitalpha,mitochondrial(Fragment)OS=HomosapiensGN=ATP5A1PE=1SV=1;tr|K7ENJ4|K7ENJ4_HUMANATPsynthasesubunitalpha,mitochondrial(Fragment)OS=HomosapiensGN=ATP5A1PE=1SV=1;tr|K7ERX7|K7ERX7_HUMANATPsynthasesubunitalpha,mitochondrial(Fragment)OS=HomosapiensGN=ATP5A1PE=1SV=1;tr|K7EJP1|K7EJP1_HUMANATPsynthasesubunitalpha,mitochondrial(Fragment)OS=HomosapiensGN=ATP5A1PE=1SV=8;tr|K7EQH4|K7EQH4_HUMANATPsynthasesubunitalpha,mitochondrial(Fragment)OS=HomosapiensGN=ATP5A1PE=1SV=1;tr|K7ESA0|K7ESA0_HUMANATPsynthasesubunitalpha,mitochondrialOS=HomosapiensGN=ATP5A1PE=1SV=1	61.34063714	60.81936403	63.89956659	62.57827031
sp|P25774|CATS_HUMANCathepsinSOS=HomosapiensGN=CTSSPE=1SV=3;tr|U3KQE7|U3KQE7_HUMANCathepsinS(Fragment)OS=HomosapiensGN=CTSSPE=1SV=1;tr|U3KPS4|U3KPS4_HUMANCathepsinS(Fragment)OS=HomosapiensGN=CTSSPE=1SV=1	15.85532133	15.44251749	14.20000242	13.67864305
sp|P25789|PSA4_HUMANProteasomesubunitalphatype-4OS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YMZ1|H0YMZ1_HUMANProteasomesubunitalphatype(Fragment)OS=HomosapiensGN=PSMA4PE=1SV=8;tr|H0YL69|H0YL69_HUMANProteasomesubunitalphatype(Fragment)OS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YMA1|H0YMA1_HUMANProteasomesubunitalphatype(Fragment)OS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YKT8|H0YKT8_HUMANProteasomesubunitbetatype(Fragment)OS=HomosapiensGN=PSMA4PE=1SV=8;tr|H0YMI6|H0YMI6_HUMANProteasomesubunitalphatype(Fragment)OS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YKS0|H0YKS0_HUMANProteasomeendopeptidasecomplex(Fragment)OS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YLC2|H0YLC2_HUMANProteasomesubunitalphatypeOS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YLS6|H0YLS6_HUMANProteasomesubunitalphatypeOS=HomosapiensGN=PSMA4PE=1SV=1;tr|H0YMV3|H0YMV3_HUMANProteasomesubunitalphatype-4OS=HomosapiensGN=PSMA4PE=1SV=1	53.30012506	52.96095694	64.17605732	66.92310159
sp|P26038|MOES_HUMANMoesinOS=HomosapiensGN=MSNPE=1SV=3;tr|V9GZ54|V9GZ54_HUMANMoesin(Fragment)OS=HomosapiensGN=MSNPE=1SV=1;tr|E9PNP4|E9PNP4_HUMANRadixinOS=HomosapiensGN=RDXPE=4SV=1	53.56941957	56.55457085	59.31252642	59.20777704
sp|P26196|DDX6_HUMANProbableATP-dependentRNAhelicaseDDX6OS=HomosapiensGN=DDX6PE=1SV=2;tr|Q8IV96|Q8IV96_HUMANDDX6proteinOS=HomosapiensGN=DDX6PE=1SV=1	22.40548562	22.8693069	21.55490871	20.41439631
sp|P26447|S10A4_HUMANProteinS100-A4OS=HomosapiensGN=S100A4PE=1SV=1	43.76152802	44.45105914	37.76698769	36.03133106
sp|P26599|PTBP1_HUMANPolypyrimidinetract-bindingprotein1OS=HomosapiensGN=PTBP1PE=1SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMANPolypyrimidinetract-bindingprotein1OS=HomosapiensGN=PTBP1PE=1SV=1;tr|A6NLN1|A6NLN1_HUMANPolypyrimidinetractbindingprotein1,isoformCRA_bOS=HomosapiensGN=PTBP1PE=1SV=4;tr|A0A0D9SF20|A0A0D9SF20_HUMANPolypyrimidinetractbindingprotein1,isoformCRA_eOS=HomosapiensGN=PTBP1PE=1SV=1;tr|K7EKJ7|K7EKJ7_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=7;tr|K7EK45|K7EK45_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=1;tr|A0A087WUW5|A0A087WUW5_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=6;tr|K7ELW5|K7ELW5_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=2;tr|K7ES59|K7ES59_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=3;tr|A0A087WU68|A0A087WU68_HUMANPolypyrimidinetract-bindingprotein1(Fragment)OS=HomosapiensGN=PTBP1PE=1SV=1	61.95408045	64.08213009	66.80604886	64.10536483
sp|P27797|CALR_HUMANCalreticulinOS=HomosapiensGN=CALRPE=1SV=1;tr|K7EJB9|K7EJB9_HUMANCalreticulin(Fragment)OS=HomosapiensGN=CALRPE=1SV=1;tr|K7EL50|K7EL50_HUMANCalreticulin(Fragment)OS=HomosapiensGN=CALRPE=1SV=1	57.5303848	56.40749689	52.53443438	54.59594012
sp|P27816|MAP4_HUMANMicrotubule-associatedprotein4OS=HomosapiensGN=MAP4PE=1SV=3;tr|E7EVA0|E7EVA0_HUMANMicrotubule-associatedproteinOS=HomosapiensGN=MAP4PE=1SV=1;tr|H0Y2V1|H0Y2V1_HUMANMicrotubule-associatedprotein(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1;tr|H7C4C5|H7C4C5_HUMANMicrotubule-associatedprotein(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1;tr|F8W9U4|F8W9U4_HUMANMicrotubule-associatedproteinOS=HomosapiensGN=MAP4PE=1SV=1;tr|H7C456|H7C456_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=2;tr|B5MEG9|B5MEG9_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=9;tr|A0A0J9YVV8|A0A0J9YVV8_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1;tr|A0A0J9YW37|A0A0J9YW37_HUMANMicrotubule-associatedprotein4(Fragment)OS=HomosapiensGN=MAP4PE=1SV=1	28.06629585	34.47257641	31.26264185	29.90936342
sp|P27824|CALX_HUMANCalnexinOS=HomosapiensGN=CANXPE=1SV=2;tr|D6RGY2|D6RGY2_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RFL1|D6RFL1_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|H0Y9Q7|H0Y9Q7_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|H0Y9H1|H0Y9H1_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=8;tr|D6RAU8|D6RAU8_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RB85|D6RB85_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RDP7|D6RDP7_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RAQ8|D6RAQ8_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=1;tr|D6RHJ3|D6RHJ3_HUMANCalnexin(Fragment)OS=HomosapiensGN=CANXPE=1SV=8;tr|D6RD16|D6RD16_HUMANCalnexinOS=HomosapiensGN=CANXPE=1SV=1;sp|O14967|CLGN_HUMANCalmeginOS=HomosapiensGN=CLGNPE=1SV=1	54.22593383	55.10423062	56.30501295	56.27070299
sp|P28066|PSA5_HUMANProteasomesubunitalphatype-5OS=HomosapiensGN=PSMA5PE=1SV=3	45.96666698	47.3189181	49.01580166	48.97081856
sp|P29350|PTN6_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H0N8|F5H0N8_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H5H9|F5H5H9_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H1Z8|F5H1Z8_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=8;tr|F5GY79|F5GY79_HUMANTyrosine-proteinphosphatasenon-receptortype6(Fragment)OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H1V7|F5H1V7_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5H4Z1|F5H4Z1_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|F5GXD4|F5GXD4_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1;tr|U3KQS1|U3KQS1_HUMANTyrosine-proteinphosphatasenon-receptortype6OS=HomosapiensGN=PTPN6PE=1SV=1	37.91108077	38.76480641	38.83451353	41.78235551
