ID	Comp.1.halflife	Comp.2.halflife	Uninfected.1.halflife	Uninfected.2.halflife
sp|P08133|ANXA6_HUMANAnnexinA6OS=HomosapiensGN=ANXA6PE=1SV=3;tr|E5RK69|E5RK69_HUMANAnnexinOS=HomosapiensGN=ANXA6PE=1SV=1;tr|E7EMC6|E7EMC6_HUMANAnnexinOS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RK63|E5RK63_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RJF5|E5RJF5_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=8;tr|E5RFF0|E5RFF0_HUMANAnnexinA6(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RI05|E5RI05_HUMANAnnexinOS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RJR0|E5RJR0_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|H0YC77|H0YC77_HUMANAnnexin(Fragment)OS=HomosapiensGN=ANXA6PE=1SV=1;tr|E5RIU8|E5RIU8_HUMANAnnexinA6OS=HomosapiensGN=ANXA6PE=1SV=2	76.045263	77.10778179	80.10574162	84.19051153
sp|P08238|HS90B_HUMANHeatshockproteinHSP90-betaOS=HomosapiensGN=HSP90AB1PE=1SV=4;sp|Q58FF7|H90B3_HUMANPutativeheatshockproteinHSP90-beta-3OS=HomosapiensGN=HSP90AB3PPE=5SV=1	49.07017548	49.57831312	47.4887942	48.57956217
sp|P08240|SRPRA_HUMANSignalrecognitionparticlereceptorsubunitalphaOS=HomosapiensGN=SRPRAPE=1SV=2	34.88460394	34.55711811	34.50440573	35.1707309
sp|P08574|CY1_HUMANCytochromec1,hemeprotein,mitochondrialOS=HomosapiensGN=CYC1PE=1SV=3	52.49576851	54.06031492	58.2353962	45.90399666
sp|P08670|VIME_HUMANVimentinOS=HomosapiensGN=VIMPE=1SV=4;tr|B0YJC4|B0YJC4_HUMANVimentinOS=HomosapiensGN=VIMPE=1SV=1;tr|B0YJC5|B0YJC5_HUMANVimentinOS=HomosapiensGN=VIMPE=1SV=1;tr|A0A1B0GUA0|A0A1B0GUA0_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;tr|A0A1B0GTT5|A0A1B0GTT5_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;tr|Q5JVS8|Q5JVS8_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;tr|A0A1B0GVG8|A0A1B0GVG8_HUMANVimentin(Fragment)OS=HomosapiensGN=VIMPE=1SV=1;sp|P17661|DESM_HUMANDesminOS=HomosapiensGN=DESPE=1SV=3;tr|H7C5W5|H7C5W5_HUMANPeripherin(Fragment)OS=HomosapiensGN=PRPHPE=1SV=1;sp|P41219|PERI_HUMANPeripherinOS=HomosapiensGN=PRPHPE=1SV=2;sp|P14136|GFAP_HUMANGlialfibrillaryacidicproteinOS=HomosapiensGN=GFAPPE=1SV=1;sp|Q16352|AINX_HUMANAlpha-internexinOS=HomosapiensGN=INAPE=1SV=2;tr|E7EMV2|E7EMV2_HUMANNeurofilamentmediumpolypeptideOS=HomosapiensGN=NEFMPE=1SV=1;tr|E7ESP9|E7ESP9_HUMANNeurofilamentmediumpolypeptideOS=HomosapiensGN=NEFMPE=1SV=1;sp|P07197|NFM_HUMANNeurofilamentmediumpolypeptideOS=HomosapiensGN=NEFMPE=1SV=3;tr|B4DIR1|B4DIR1_HUMANGlialfibrillaryacidicproteinOS=HomosapiensGN=GFAPPE=1SV=1;tr|K7ELP4|K7ELP4_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;tr|K7EKH6|K7EKH6_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;tr|K7EJU1|K7EJU1_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;tr|K7EKH9|K7EKH9_HUMANGlialfibrillaryacidicprotein(Fragment)OS=HomosapiensGN=GFAPPE=1SV=1;sp|P07196|NFL_HUMANNeurofilamentlightpolypeptideOS=HomosapiensGN=NEFLPE=1SV=3	59.44224379	60.15288187	58.01550458	62.16797447
sp|P09525|ANXA4_HUMANAnnexinA4OS=HomosapiensGN=ANXA4PE=1SV=4;tr|Q6P452|Q6P452_HUMANAnnexinOS=HomosapiensGN=ANXA4PE=1SV=1;tr|B4E1S2|B4E1S2_HUMANAnnexinOS=HomosapiensGN=ANXA4PE=1SV=1	77.39976943	82.09633415	81.33099398	80.82342062
sp|P0DMV9|HS71B_HUMANHeatshock70kDaprotein1BOS=HomosapiensGN=HSPA1BPE=1SV=1;sp|P0DMV8|HS71A_HUMANHeatshock70kDaprotein1AOS=HomosapiensGN=HSPA1APE=1SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMANHeatshock70kDaprotein1BOS=HomosapiensGN=HSPA1BPE=1SV=1;tr|V9GZ37|V9GZ37_HUMANHeatshock70kDaprotein1AOS=HomosapiensGN=HSPA1APE=1SV=1	33.34473429	36.41215165	34.96667557	34.15716396
sp|P10599|THIO_HUMANThioredoxinOS=HomosapiensGN=TXNPE=1SV=3	63.62431674	68.07277586	61.31977443	72.10455602
sp|P11021|GRP78_HUMAN78kDaglucose-regulatedproteinOS=HomosapiensGN=HSPA5PE=1SV=2	61.04765667	61.23406158	59.0863628	61.57462641
sp|P11142|HSP7C_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PKE3|E9PKE3_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PNE6|E9PNE6_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|A8K7Q2|A8K7Q2_HUMANHeatshockcognate71kDaproteinOS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PN89|E9PN89_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PLF4|E9PLF4_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PS65|E9PS65_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PQQ4|E9PQQ4_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PQK7|E9PQK7_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PK54|E9PK54_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=8;tr|E9PPY6|E9PPY6_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PM13|E9PM13_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=8;tr|E9PN25|E9PN25_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1;tr|E9PI65|E9PI65_HUMANHeatshockcognate71kDaprotein(Fragment)OS=HomosapiensGN=HSPA8PE=1SV=1	50.85476889	51.09850708	49.27104302	49.17550165
sp|P11233|RALA_HUMANRas-relatedproteinRal-AOS=HomosapiensGN=RALAPE=1SV=1;tr|H7C3P7|H7C3P7_HUMANRas-relatedproteinRal-A(Fragment)OS=HomosapiensGN=RALAPE=1SV=1;tr|F8WEQ6|F8WEQ6_HUMANRas-relatedproteinRal-BOS=HomosapiensGN=RALBPE=1SV=1;tr|C9JPE8|C9JPE8_HUMANRas-relatedproteinRal-A(Fragment)OS=HomosapiensGN=RALAPE=1SV=1;tr|C9JYR1|C9JYR1_HUMANRas-relatedproteinRal-B(Fragment)OS=HomosapiensGN=RALBPE=1SV=1	27.162937	23.1052687	28.49626072	25.8444793
sp|P11413|G6PD_HUMANGlucose-6-phosphate1-dehydrogenaseOS=HomosapiensGN=G6PDPE=1SV=4;tr|E7EUI8|E7EUI8_HUMANGlucose-6-phosphate1-dehydrogenase(Fragment)OS=HomosapiensGN=G6PDPE=1SV=8;tr|E9PD92|E9PD92_HUMANGlucose-6-phosphate1-dehydrogenase(Fragment)OS=HomosapiensGN=G6PDPE=1SV=1;tr|E7EM57|E7EM57_HUMANGlucose-6-phosphate1-dehydrogenase(Fragment)OS=HomosapiensGN=G6PDPE=1SV=1	67.57007522	65.25779305	71.92937211	69.61583891
sp|P12081|SYHC_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=2;tr|B4E1C5|B4E1C5_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|B4DDD8|B4DDD8_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|B3KWE1|B3KWE1_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|E7ETE2|E7ETE2_HUMANHistidine--tRNAligase,cytoplasmic(Fragment)OS=HomosapiensGN=HARSPE=1SV=1;sp|P49590|SYHM_HUMANProbablehistidine--tRNAligase,mitochondrialOS=HomosapiensGN=HARS2PE=1SV=1;tr|B4DQ67|B4DQ67_HUMANProbablehistidine--tRNAligase,mitochondrialOS=HomosapiensGN=HARS2PE=1SV=1;tr|D6RF05|D6RF05_HUMANHistidine--tRNAligase,cytoplasmicOS=HomosapiensGN=HARSPE=1SV=1;tr|D6RJE6|D6RJE6_HUMANProbablehistidine--tRNAligase,mitochondrial(Fragment)OS=HomosapiensGN=HARS2PE=1SV=1	47.06878157	46.92737517	50.94649264	51.29936911
sp|P12814|ACTN1_HUMANAlpha-actinin-1OS=HomosapiensGN=ACTN1PE=1SV=2;tr|H9KV75|H9KV75_HUMANAlpha-actinin-1OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V2N5|G3V2N5_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=8;sp|P35609|ACTN2_HUMANAlpha-actinin-2OS=HomosapiensGN=ACTN2PE=1SV=1;tr|H0YJW3|H0YJW3_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V2W4|G3V2W4_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|H7C5W8|H7C5W8_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|H0YJ11|H0YJ11_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;sp|Q08043|ACTN3_HUMANAlpha-actinin-3OS=HomosapiensGN=ACTN3PE=1SV=2;tr|F6THM6|F6THM6_HUMANAlpha-actinin-2OS=HomosapiensGN=ACTN2PE=1SV=1;tr|A0A087WSZ2|A0A087WSZ2_HUMANAlpha-actinin-3OS=HomosapiensGN=ACTN3PE=1SV=1;tr|G3V2X9|G3V2X9_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V5M4|G3V5M4_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V2E8|G3V2E8_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|G3V380|G3V380_HUMANAlpha-actinin-1(Fragment)OS=HomosapiensGN=ACTN1PE=1SV=1;tr|D6RH00|D6RH00_HUMANAlpha-actinin-3OS=HomosapiensGN=ACTN3PE=1SV=1	48.03716987	51.16529072	50.42436181	51.51536217
sp|P13073|COX41_HUMANCytochromecoxidasesubunit4isoform1,mitochondrialOS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BN72|H3BN72_HUMANCytochromecoxidasesubunit4isoform1,mitochondrialOS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BNV9|H3BNV9_HUMANCytochromecoxidasesubunit4isoform1,mitochondrialOS=HomosapiensGN=COX4I1PE=1SV=1;tr|Q86WV2|Q86WV2_HUMANCOX4I1proteinOS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BPG0|H3BPG0_HUMANCytochromecoxidasesubunit4isoform1,mitochondrial(Fragment)OS=HomosapiensGN=COX4I1PE=1SV=1;tr|H3BNI5|H3BNI5_HUMANCytochromecoxidasesubunit4isoform1,mitochondrial(Fragment)OS=HomosapiensGN=COX4I1PE=1SV=1	24.78550176	19.43400764	24.27698591	22.39537388
sp|P13639|EF2_HUMANElongationfactor2OS=HomosapiensGN=EEF2PE=1SV=4	43.56040006	43.23634275	44.15722346	44.40254941
sp|P13674|P4HA1_HUMANProlyl4-hydroxylasesubunitalpha-1OS=HomosapiensGN=P4HA1PE=1SV=2	39.70262975	36.74681528	32.51020799	28.4935976
sp|P13796|PLSL_HUMANPlastin-2OS=HomosapiensGN=LCP1PE=1SV=6;tr|Q5TBN3|Q5TBN3_HUMANPlastin-2(Fragment)OS=HomosapiensGN=LCP1PE=1SV=1;tr|Q5TBN5|Q5TBN5_HUMANPlastin-2(Fragment)OS=HomosapiensGN=LCP1PE=1SV=1;tr|U3KQI3|U3KQI3_HUMANPlastin-3(Fragment)OS=HomosapiensGN=PLS3PE=1SV=1;sp|Q14651|PLSI_HUMANPlastin-1OS=HomosapiensGN=PLS1PE=1SV=2;tr|C9JAM8|C9JAM8_HUMANPlastin-1(Fragment)OS=HomosapiensGN=PLS1PE=1SV=1	45.58226533	45.14960452	43.94849715	46.43435749
sp|P14324|FPPS_HUMANFarnesylpyrophosphatesynthaseOS=HomosapiensGN=FDPSPE=1SV=4;tr|A0A087X1D8|A0A087X1D8_HUMANFarnesylpyrophosphatesynthase(Fragment)OS=HomosapiensGN=FDPSPE=1SV=1;tr|A0A087WVN4|A0A087WVN4_HUMANFarnesylpyrophosphatesynthase(Fragment)OS=HomosapiensGN=FDPSPE=1SV=1;tr|A0A087WTP2|A0A087WTP2_HUMANFarnesylpyrophosphatesynthaseOS=HomosapiensGN=FDPSPE=1SV=1;tr|A0A087X090|A0A087X090_HUMANFarnesyldiphosphatesynthase(Farnesylpyrophosphatesynthetase,dimethylallyltranstransferase,geranyltranstransferase),isoformCRA_aOS=HomosapiensGN=FDPSPE=1SV=1	69.49011308	63.66366181	56.28687555	58.13479551
sp|P14618|KPYM_HUMANPyruvatekinasePKMOS=HomosapiensGN=PKMPE=1SV=4;tr|B4DNK4|B4DNK4_HUMANPyruvatekinaseOS=HomosapiensGN=PKMPE=1SV=1;tr|H3BQ34|H3BQ34_HUMANPyruvatekinaseOS=HomosapiensGN=PKMPE=1SV=1;tr|H3BUW1|H3BUW1_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BTJ2|H3BTJ2_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BT25|H3BT25_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BU13|H3BU13_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=1;tr|H3BN34|H3BN34_HUMANPyruvatekinasePKM(Fragment)OS=HomosapiensGN=PKMPE=1SV=8;tr|H3BQZ3|H3BQZ3_HUMANPyruvatekinasePKMOS=HomosapiensGN=PKMPE=1SV=1;sp|P30613|KPYR_HUMANPyruvatekinasePKLROS=HomosapiensGN=PKLRPE=1SV=2	45.35795034	45.17202412	45.62140197	46.34333117
sp|P15090|FABP4_HUMANFattyacid-bindingprotein,adipocyteOS=HomosapiensGN=FABP4PE=1SV=3;tr|E5RIR0|E5RIR0_HUMANFattyacid-bindingprotein,adipocyteOS=HomosapiensGN=FABP4PE=1SV=1;tr|E5RH45|E5RH45_HUMANMyelinP2proteinOS=HomosapiensGN=PMP2PE=1SV=1;sp|P02689|MYP2_HUMANMyelinP2proteinOS=HomosapiensGN=PMP2PE=1SV=3	43.56318047	42.48663521	42.95844124	43.44509884
sp|P16435|NCPR_HUMANNADPH--cytochromeP450reductaseOS=HomosapiensGN=PORPE=1SV=2;tr|H0Y4R2|H0Y4R2_HUMANNADPH--cytochromeP450reductase(Fragment)OS=HomosapiensGN=PORPE=1SV=1;tr|E7EMD0|E7EMD0_HUMANNADPH--cytochromeP450reductaseOS=HomosapiensGN=PORPE=1SV=1;tr|E7EWU0|E7EWU0_HUMANNADPH--cytochromeP450reductaseOS=HomosapiensGN=PORPE=1SV=1;tr|C9JU80|C9JU80_HUMANNADPH--cytochromeP450reductase(Fragment)OS=HomosapiensGN=PORPE=1SV=1	26.4786546	27.15498889	26.76258418	29.48100996
sp|P17096|HMGA1_HUMANHighmobilitygroupproteinHMG-I/HMG-YOS=HomosapiensGN=HMGA1PE=1SV=3	157.2224129	101.8868017	155.7978188	53.93714931
sp|P17858|PFKAL_HUMANATP-dependent6-phosphofructokinase,livertypeOS=HomosapiensGN=PFKLPE=1SV=6	57.77873431	59.69485952	46.15038626	57.94934297
sp|P17987|TCPA_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|E7ERF2|E7ERF2_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|E7EQR6|E7EQR6_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H282|F5H282_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GZ03|F5GZ03_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H136|F5H136_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GZI8|F5GZI8_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H676|F5H676_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H726|F5H726_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5H7Y1|F5H7Y1_HUMANT-complexprotein1subunitalpha(Fragment)OS=HomosapiensGN=TCP1PE=1SV=1;tr|F5GYL4|F5GYL4_HUMANT-complexprotein1subunitalphaOS=HomosapiensGN=TCP1PE=1SV=1	59.12324216	58.46042035	58.95960271	59.19429253
sp|P18084|ITB5_HUMANIntegrinbeta-5OS=HomosapiensGN=ITGB5PE=1SV=1;tr|V9GZ57|V9GZ57_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=8;tr|V9GYZ1|V9GYZ1_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=1;tr|H7C4W1|H7C4W1_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=1;tr|H7C580|H7C580_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=2;tr|H7C5U2|H7C5U2_HUMANIntegrinbeta(Fragment)OS=HomosapiensGN=ITGB5PE=1SV=1	18.44140067	18.72962178	22.13986704	15.03992352
sp|P18085|ARF4_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=3;tr|C9JPM4|C9JPM4_HUMANADP-ribosylationfactor4(Fragment)OS=HomosapiensGN=ARF4PE=1SV=1;tr|C9JAK5|C9JAK5_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=1;tr|U3KQF2|U3KQF2_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=1	31.6600523	35.32248492	32.54230827	37.87031707
sp|P18206|VINC_HUMANVinculinOS=HomosapiensGN=VCLPE=1SV=4;tr|Q5JQ13|Q5JQ13_HUMANVinculin(Fragment)OS=HomosapiensGN=VCLPE=1SV=1;tr|A0A096LPE1|A0A096LPE1_HUMANVinculinOS=HomosapiensGN=VCLPE=1SV=1	45.61786308	43.45987002	42.73824928	45.52411486
sp|P19105|ML12A_HUMANMyosinregulatorylightchain12AOS=HomosapiensGN=MYL12APE=1SV=2;sp|O14950|ML12B_HUMANMyosinregulatorylightchain12BOS=HomosapiensGN=MYL12BPE=1SV=2;tr|J3QRS3|J3QRS3_HUMANMyosinregulatorylightchain12AOS=HomosapiensGN=MYL12APE=1SV=1;tr|J3KTJ1|J3KTJ1_HUMANMyosinregulatorylightchain12A(Fragment)OS=HomosapiensGN=MYL12APE=1SV=1	25.86202031	27.92581323	29.66154784	25.42927002
sp|P20645|MPRD_HUMANCation-dependentmannose-6-phosphatereceptorOS=HomosapiensGN=M6PRPE=1SV=1;tr|H0YGT2|H0YGT2_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1;tr|F5GX30|F5GX30_HUMANCation-dependentmannose-6-phosphatereceptorOS=HomosapiensGN=M6PRPE=1SV=2;tr|H0YGE9|H0YGE9_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1;tr|H0YF90|H0YF90_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1	17.99607811	17.32060886	21.19904212	24.31017229
sp|P20702|ITAX_HUMANIntegrinalpha-XOS=HomosapiensGN=ITGAXPE=1SV=3;tr|H3BN02|H3BN02_HUMANIntegrinalpha-XOS=HomosapiensGN=ITGAXPE=1SV=1	25.01540415	26.60653039	25.95654442	25.46882192
sp|P21281|VATB2_HUMANV-typeprotonATPasesubunitB,brainisoformOS=HomosapiensGN=ATP6V1B2PE=1SV=3;tr|H0YC04|H0YC04_HUMANV-typeprotonATPasesubunitB,brainisoform(Fragment)OS=HomosapiensGN=ATP6V1B2PE=1SV=1;tr|E5RGH6|E5RGH6_HUMANV-typeprotonATPasesubunitB,brainisoformOS=HomosapiensGN=ATP6V1B2PE=1SV=1;tr|H0YAT8|H0YAT8_HUMANV-typeprotonATPasesubunitB,brainisoform(Fragment)OS=HomosapiensGN=ATP6V1B2PE=1SV=1;tr|C9JZ02|C9JZ02_HUMANV-typeprotonATPasesubunitB,kidneyisoform(Fragment)OS=HomosapiensGN=ATP6V1B1PE=1SV=1	29.00782231	28.89682743	29.65105599	31.75739983
sp|P21964|COMT_HUMANCatecholO-methyltransferaseOS=HomosapiensGN=COMTPE=1SV=2;tr|E7EMS6|E7EMS6_HUMANCatecholO-methyltransferase(Fragment)OS=HomosapiensGN=COMTPE=1SV=1;tr|E7EUU8|E7EUU8_HUMANCatecholO-methyltransferaseOS=HomosapiensGN=COMTPE=1SV=1;tr|H7BZ45|H7BZ45_HUMANCatecholO-methyltransferase(Fragment)OS=HomosapiensGN=COMTPE=1SV=1;tr|F8WBW9|F8WBW9_HUMANCatecholO-methyltransferaseOS=HomosapiensGN=COMTPE=1SV=1	53.4445416	51.54821369	58.13676606	57.14107852
sp|P22102|PUR2_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3OS=HomosapiensGN=GARTPE=1SV=1;tr|F8WD69|F8WD69_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3OS=HomosapiensGN=GARTPE=1SV=1;tr|C9JBJ1|C9JBJ1_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=8;tr|C9JTV6|C9JTV6_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|C9JZG2|C9JZG2_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|C9JKQ7|C9JKQ7_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|H7C366|H7C366_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1;tr|A0A140TA71|A0A140TA71_HUMANTrifunctionalpurinebiosyntheticproteinadenosine-3(Fragment)OS=HomosapiensGN=GARTPE=1SV=1	43.75975705	47.85026019	52.22133814	46.38140516
sp|P22695|QCR2_HUMANCytochromeb-c1complexsubunit2,mitochondrialOS=HomosapiensGN=UQCRC2PE=1SV=3;tr|H3BRG4|H3BRG4_HUMANCytochromeb-c1complexsubunit2,mitochondrialOS=HomosapiensGN=UQCRC2PE=1SV=1;tr|H3BSJ9|H3BSJ9_HUMANCytochromeb-c1complexsubunit2,mitochondrialOS=HomosapiensGN=UQCRC2PE=1SV=1;tr|H3BP04|H3BP04_HUMANCytochromeb-c1complexsubunit2,mitochondrial(Fragment)OS=HomosapiensGN=UQCRC2PE=1SV=1;tr|H3BUE4|H3BUE4_HUMANCytochromeb-c1complexsubunit2,mitochondrialOS=HomosapiensGN=UQCRC2PE=1SV=1;tr|H3BUI9|H3BUI9_HUMANCytochromeb-c1complexsubunit2,mitochondrialOS=HomosapiensGN=UQCRC2PE=1SV=1;tr|A0A087WVZ4|A0A087WVZ4_HUMANCytochromeb-c1complexsubunit2,mitochondrial(Fragment)OS=HomosapiensGN=UQCRC2PE=1SV=1	56.79808037	54.49874516	48.87837913	64.45589013
sp|P23246|SFPQ_HUMANSplicingfactor,proline-andglutamine-richOS=HomosapiensGN=SFPQPE=1SV=2;tr|H0Y9K7|H0Y9K7_HUMANSplicingfactor,proline-andglutamine-rich(Fragment)OS=HomosapiensGN=SFPQPE=1SV=1;tr|H0Y9U2|H0Y9U2_HUMANSplicingfactor,proline-andglutamine-rich(Fragment)OS=HomosapiensGN=SFPQPE=1SV=1	52.61510343	50.59069078	49.84260352	51.43823654
sp|P23368|MAOM_HUMANNAD-dependentmalicenzyme,mitochondrialOS=HomosapiensGN=ME2PE=1SV=1;tr|Q6TCH8|Q6TCH8_HUMANMitochondrialNADP(+)-dependentmalicenzyme3OS=HomosapiensGN=ME3PE=1SV=1;tr|E9PMB9|E9PMB9_HUMANMalicenzyme(Fragment)OS=HomosapiensGN=ME3PE=1SV=8;sp|Q16798|MAON_HUMANNADP-dependentmalicenzyme,mitochondrialOS=HomosapiensGN=ME3PE=2SV=2	69.93061041	61.18458618	54.2170494	57.83567676
